id,artifact,segment_identity,segment_offset,analysis_linear,payload_offset,body_size,body_span,boundary_state,origin,work_queue,accepted_state,name,map_public,map_module,map_segment,source_form,source_ref,observation,tasm_proc,tasm_distance,tasm_listing_line,ghidra_contiguous,ghidra_range_count,caller_count,callee_count,evidence_basis,notes
th04-main-boundary-1a8a7,th04-main,mz-load-module,0x1A8A7,0x2A8A7,0x1A8A7,0x60,0x60,reviewed,authored,reconstruct,exact,yuuka6_anim_parasol_shield(),_yuuka6_anim_parasol_shield,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/yuuka6_animations.cpp,ghidra+map-public+tasm-proc,_yuuka6_anim_parasol_shield,near,52250,true,1,1,1,ev-th04-main-yuuka6-animations-boundary-v29,"Manual target boundary review overrides a Ghidra body-construction false negative: validated 4-entry switch table; Raw code ends in RET at 0x2A8F5; one zero alignment byte, compare values [1,7,13,19], and four jump targets fill the exact authored owner through its target/TASM end at 0x2A907."
th04-main-boundary-1a8e9,th04-main,mz-load-module,0x1A8E9,0x2A8E9,0x1A8E9,0x9,0x9,excluded,authored,exclude,excluded,switchD_2000:9173::caseD_0,,th04_main.asm,MAIN_034_TEXT,target-derived-asm,candidate:th04_main.asm,ghidra,,,,true,1,0,0,target-ghidra+candidate-map,"Ghidra-only entry is not a PROC in the complete attested TASM listing. Ghidra entry is a switch/data/non-code artifact, not an accepted function boundary."
th04-main-boundary-1a8f2,th04-main,mz-load-module,0x1A8F2,0x2A8F2,0x1A8F2,0x4,0x4,excluded,authored,exclude,excluded,FUN_23a9_6e62,,th04_main.asm,MAIN_034_TEXT,target-derived-asm,candidate:th04_main.asm,ghidra,,,,true,1,1,0,target-ghidra+candidate-map,"Ghidra-only entry is not a PROC in the complete attested TASM listing. Ghidra entry is a switch/data/non-code artifact, not an accepted function boundary."
th04-main-boundary-1a907,th04-main,mz-load-module,0x1A907,0x2A907,0x1A907,0xAE,0xAE,reviewed,authored,reconstruct,exact,y6_gather_side(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/yuuka6_gather_patterns.cpp,ghidra+tasm-proc,yuuka6_1A907,near,52320,false,2,1,0,ev-th04-main-yuuka6-gather-patterns-boundary-v30,"Manual target boundary review overrides a Ghidra body-construction false negative: validated 4-entry switch table; Pinned TASM starts this function at 0x2A907 and the next true PROC at 0x2A9B5. Raw code ends in RET at 0x2A9A4; compare values [0x10,0x12,0x14,0x20] and four near jump targets fill all remaining bytes through the exact target/TASM end."
th04-main-boundary-1a9b5,th04-main,mz-load-module,0x1A9B5,0x2A9B5,0x1A9B5,0x15,0x15,reviewed,authored,reconstruct,exact,y6_gather_pair(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/yuuka6_gather_patterns.cpp,tasm-proc,yuuka6_1A9B5,near,52416,,,,,ev-th04-main-yuuka6-gather-patterns-boundary-v30,"Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Ghidra has no entry at 0x2A9B5. Pinned TASM and target raw give a complete 0x15-byte helper through RET at 0x2A9C9; the next true Ghidra/TASM entry starts at 0x2A9CA, and target near CALL at 0x2AA14 resolves exactly to 0x2A9B5. The helper lies wholly inside the exact 0x256 natural-C++ owner."
th04-main-boundary-1a9ca,th04-main,mz-load-module,0x1A9CA,0x2A9CA,0x1A9CA,0x7B,0x7B,reviewed,authored,reconstruct,exact,y6_gather_center(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/yuuka6_gather_patterns.cpp,ghidra+tasm-proc,yuuka6_1A9CA,near,52432,false,2,1,0,ev-th04-main-yuuka6-gather-patterns-boundary-v30,"Manual target boundary review overrides a Ghidra body-construction false negative: validated 4-entry switch table; Raw code ends in RET at 0x2AA33; one zero alignment byte, compare values [0x30,0x32,0x34,0x40], and four near jump targets exactly fill the function-owned compiler extent through target/TASM entry 0x2AA45."
th04-main-boundary-1aa45,th04-main,mz-load-module,0x1AA45,0x2AA45,0x1AA45,0xA0,0xA0,reviewed,authored,reconstruct,exact,y6_gather_dual(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/yuuka6_gather_patterns.cpp,ghidra+tasm-proc,yuuka6_1AA45,near,52512,false,2,3,0,ev-th04-main-yuuka6-gather-patterns-boundary-v30,"Manual target boundary review overrides a Ghidra body-construction false negative: validated 4-entry switch table; Raw code ends in RET at 0x2AAD3; one zero alignment byte, compare values [0x20,0x22,0x24,0x30], and four near jump targets account for every trailing byte through target/TASM entry 0x2AAE5."
th04-main-boundary-1aae5,th04-main,mz-load-module,0x1AAE5,0x2AAE5,0x1AAE5,0x78,0x78,reviewed,authored,reconstruct,exact,y6_gather_self(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/yuuka6_gather_patterns.cpp,ghidra+tasm-proc,yuuka6_1AAE5,near,52603,false,2,2,0,ev-th04-main-yuuka6-gather-patterns-boundary-v30,"Manual target boundary review overrides a Ghidra body-construction false negative: validated 4-entry switch table; Raw code ends in RET at 0x2AB4B; one zero alignment byte, compare values [0x10,0x12,0x14,0x20], and four near jump targets exactly fill the function-owned extent through the next target/TASM function at 0x2AB5D."
th04-main-boundary-1ab5d,th04-main,mz-load-module,0x1AB5D,0x2AB5D,0x1AB5D,0x88,0x88,reviewed,authored,reconstruct,exact,y6_attack_ring_turn(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/yuuka6_main034.cpp,tasm-proc,yuuka6_1AB5D,near,52676,,,,,ev-th04-main-yuuka6-attack-patterns-boundary-v31,"Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Ghidra has no function containing 0x2AB5D. Target raw decodes the complete 0x88-byte extent through RET at 0x2ABE4; the next true Ghidra/TASM entry starts at 0x2ABE5, and target near CALL at 0x2B554 resolves exactly to 0x2AB5D. The generated C++ public is independently placed at the same address inside the exact 0x332 attack owner."
th04-main-boundary-1abe5,th04-main,mz-load-module,0x1ABE5,0x2ABE5,0x1ABE5,0xE7,0xE7,reviewed,authored,reconstruct,exact,y6_attack_spin_rings(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/yuuka6_main034.cpp,ghidra+tasm-proc,yuuka6_1ABE5,near,52745,true,1,0,5,ev-th04-main-yuuka6-attack-patterns-boundary-v31,Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Target Ghidra starts at 0x2ABE5 and covers all 0xE7 bytes; pinned TASM starts the next PROC at 0x2ACCC. Independent raw 16-bit decode is contiguous through terminal RET at 0x2ACCB inside the exact attack owner.
th04-main-boundary-1accc,th04-main,mz-load-module,0x1ACCC,0x2ACCC,0x1ACCC,0xA3,0xA3,reviewed,authored,reconstruct,exact,y6_attack_gravity(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/yuuka6_main034.cpp,ghidra+tasm-proc,yuuka6_1ACCC,near,52849,false,2,0,3,ev-th04-main-yuuka6-attack-patterns-boundary-v31,"Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Ghidra starts at 0x2ACCC but marks only 107 of the 0xA3-byte min/max extent as body. Pinned TASM places the next PROC at 0x2AD6F, and independent raw 16-bit decode tiles every byte through terminal RET at 0x2AD6E inside the exact attack owner."
th04-main-boundary-1ad6f,th04-main,mz-load-module,0x1AD6F,0x2AD6F,0x1AD6F,0x6C,0x6C,reviewed,authored,reconstruct,exact,y6_attack_safetycircle(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/yuuka6_main034.cpp,ghidra+tasm-proc,yuuka6_1AD6F,near,52923,false,2,0,6,ev-th04-main-yuuka6-attack-patterns-boundary-v31,"Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Ghidra starts at 0x2AD6F but marks 102 of 108 bytes as body. Pinned TASM places the next PROC at 0x2ADDB, and independent raw 16-bit decode tiles every byte through terminal RET at 0x2ADDA inside the exact attack owner."
th04-main-boundary-1addb,th04-main,mz-load-module,0x1ADDB,0x2ADDB,0x1ADDB,0xB4,0xB4,reviewed,authored,reconstruct,exact,y6_attack_bullets(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/yuuka6_main034.cpp,ghidra+tasm-proc,yuuka6_1ADDB,near,52982,true,1,0,3,ev-th04-main-yuuka6-attack-patterns-boundary-v31,Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Target Ghidra starts at 0x2ADDB and covers the complete 0xB4-byte body. Pinned TASM and the next independent Ghidra entry both place the following function at 0x2AE8F; raw 16-bit decode ends in RET at 0x2AE8E.
th04-main-boundary-1ae8f,th04-main,mz-load-module,0x1AE8F,0x2AE8F,0x1AE8F,0x119,0x119,reviewed,authored,reconstruct,exact,y6_phase_dual_lasers(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/yuuka6_main034.cpp,ghidra+tasm-proc,yuuka6_1AE8F,near,53054,false,2,0,6,ev-th04-main-yuuka6-late-phase-patterns-boundary-v32,Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Ghidra starts at 0x2AE8F and spans through 0x2AFA7 but marks only 255 of 281 bytes as body. Pinned TASM starts the next PROC at 0x2AFA8; independent raw 16-bit decode tiles the full extent through terminal RET at 0x2AFA7 inside the exact owner.
th04-main-boundary-1afa8,th04-main,mz-load-module,0x1AFA8,0x2AFA8,0x1AFA8,0xF1,0xF1,reviewed,authored,reconstruct,exact,y6_phase_dual_spreads(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/yuuka6_main034.cpp,ghidra+tasm-proc,yuuka6_1AFA8,near,53168,false,2,0,5,ev-th04-main-yuuka6-late-phase-patterns-boundary-v32,Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Ghidra starts at 0x2AFA8 and spans through 0x2B098 but marks only 130 of 241 bytes as body. Pinned TASM starts the next PROC at 0x2B099; raw decode reaches terminal RET at 0x2B098 and accounts for every byte inside the exact owner.
th04-main-boundary-1b099,th04-main,mz-load-module,0x1B099,0x2B099,0x1B099,0x118,0x118,reviewed,authored,reconstruct,exact,y6_phase_rotating_ring(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/yuuka6_main034.cpp,ghidra+tasm-proc,yuuka6_1B099,near,53278,false,2,0,6,ev-th04-main-yuuka6-late-phase-patterns-boundary-v32,Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Ghidra starts at 0x2B099 and spans through 0x2B1B0 but marks only 239 of 280 bytes as body because of multiple early-return paths. Pinned TASM starts the next PROC at 0x2B1B1; raw decode tiles the whole extent and terminal RET is at 0x2B1B0.
th04-main-boundary-1b1b1,th04-main,mz-load-module,0x1B1B1,0x2B1B1,0x1B1B1,0x7A,0x7A,reviewed,authored,reconstruct,exact,y6_phase_growing_ring(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/yuuka6_main034.cpp,ghidra+tasm-proc,yuuka6_1B1B1,near,53431,true,1,0,2,ev-th04-main-yuuka6-late-phase-patterns-boundary-v32,Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Target Ghidra covers all 0x7A bytes from 0x2B1B1 through 0x2B22A. Pinned TASM starts the next PROC at 0x2B22B and independent raw decode ends in RET at 0x2B22A.
th04-main-boundary-1b22b,th04-main,mz-load-module,0x1B22B,0x2B22B,0x1B22B,0x57,0x57,reviewed,authored,reconstruct,exact,y6_phase_chasecrosses(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/yuuka6_main034.cpp,ghidra+tasm-proc,yuuka6_1B22B,near,53493,true,1,0,3,ev-th04-main-yuuka6-late-phase-patterns-boundary-v32,Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Target Ghidra covers all 0x57 bytes from 0x2B22B through 0x2B281. Pinned TASM starts the next PROC at 0x2B282 and raw decode ends in RET at 0x2B281.
th04-main-boundary-1b282,th04-main,mz-load-module,0x1B282,0x2B282,0x1B282,0x91,0x91,reviewed,authored,reconstruct,exact,y6_phase_alternating_rings(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/yuuka6_main034.cpp,ghidra+tasm-proc,yuuka6_1B282,near,53543,true,1,0,2,ev-th04-main-yuuka6-late-phase-patterns-boundary-v32,Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Target Ghidra covers all 0x91 bytes from 0x2B282 through 0x2B312. Pinned TASM starts the next PROC at 0x2B313 and raw decode ends in LEAVE/RET at 0x2B311..0x2B312.
th04-main-boundary-1b313,th04-main,mz-load-module,0x1B313,0x2B313,0x1B313,0xCF,0xCF,reviewed,authored,reconstruct,exact,y6_phase_dual_aimed_spreads(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/yuuka6_main034.cpp,ghidra+tasm-proc,yuuka6_1B313,near,53613,true,1,0,6,ev-th04-main-yuuka6-late-phase-patterns-boundary-v32,Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Target Ghidra covers all 0xCF bytes from 0x2B313 through 0x2B3E1. Pinned TASM starts the next PROC at 0x2B3E2 and raw decode ends in RET at 0x2B3E1.
th04-main-boundary-1b3e2,th04-main,mz-load-module,0x1B3E2,0x2B3E2,0x1B3E2,0x4D,0x4D,reviewed,authored,reconstruct,exact,y6_mirror_hittest(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/yuuka6_main034.cpp,ghidra+tasm-proc,yuuka6_1B3E2,near,53705,true,1,0,2,ev-th04-main-yuuka6-late-phase-patterns-boundary-v32,Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Target Ghidra covers all 0x4D bytes from 0x2B3E2 through 0x2B42E. Raw decode has the expected two return paths ending at 0x2B42A and 0x2B42E; the next public/Ghidra entry YUUKA6_PHASE_NEXT starts at 0x2B42F.
th04-main-boundary-1b42f,th04-main,mz-load-module,0x1B42F,0x2B42F,0x1B42F,0x4F,0x4F,reviewed,authored,reconstruct,exact,YUUKA6_PHASE_NEXT,YUUKA6_PHASE_NEXT,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/yuuka6_main034.cpp,ghidra+map-public+tasm-proc,yuuka6_phase_next,near,53743,true,1,0,0,ev-th04-main-yuuka6-phase-dispatch-boundary-v33,"Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Fresh target map proves YUUKA6_PHASE_NEXT at 13A9:799F and yuuka6_update() at 13A9:79EE. Ghidra truncates this helper to three bytes, but gap-free target raw decode reaches RET 4 at 0x2B47D and the next TLINK public starts exactly at 0x2B47E. Natural C++ reproduces all 0x4F bytes."
th04-main-boundary-1b47e,th04-main,mz-load-module,0x1B47E,0x2B47E,0x1B47E,0x4DE,0x4DE,reviewed,authored,reconstruct,exact,yuuka6_update(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/yuuka6_main034.cpp,ghidra+tasm-proc,@yuuka6_update$qv,far,53786,false,8,0,9,ev-th04-main-yuuka6-phase-dispatch-boundary-v33,"Manual target boundary review overrides a Ghidra body-construction false negative: validated 4 trailing compiler switch tables (30 jump entries total); Target TLINK/TASM public starts at 0x2B47E. Ghidra body construction is badly cross-linked and cannot define the extent; target raw decode reaches the common-tail RETF at 0x2B907. Three sparse {0,1,2,255} compare/jump pairs and the 18-entry phase table then fill every byte through 0x2B95B, immediately before local Elly PROC 0x2B95C."
th04-main-boundary-1b8a0,th04-main,mz-load-module,0x1B8A0,0x2B8A0,0x1B8A0,0x45,0x45,excluded,authored,exclude,excluded,switchD_2000:c750::caseD_0,,th04_main.asm,MAIN_034_TEXT,target-derived-asm,candidate:th04_main.asm,ghidra,,,,true,1,0,4,target-ghidra+candidate-map,"Ghidra-only entry is not a PROC in the complete attested TASM listing. Ghidra entry is a switch/data/non-code artifact, not an accepted function boundary."
th04-main-boundary-1b8ea,th04-main,mz-load-module,0x1B8EA,0x2B8EA,0x1B8EA,0x1E,0x1E,excluded,authored,exclude,excluded,FUN_23a9_7e5a,,th04_main.asm,MAIN_034_TEXT,target-derived-asm,candidate:th04_main.asm,ghidra,,,,true,1,1,3,target-ghidra+candidate-map,"Ghidra-only entry is not a PROC in the complete attested TASM listing. Ghidra entry is a switch/data/non-code artifact, not an accepted function boundary."
th04-main-boundary-1b95c,th04-main,mz-load-module,0x1B95C,0x2B95C,0x1B95C,0x2E0,0x2E0,reviewed,authored,reconstruct,exact,elly_scythe_update(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/elly_scythe.cpp,ghidra+tasm-proc,elly_1B95C,near,54390,true,1,1,0,ev-th04-main-elly-scythe-boundary-v34,Manual target boundary review overrides a Ghidra body-construction false negative: validated 1 trailing compiler switch tables (8 jump entries total); Target Ghidra recognizes only 0x2B95C..0x2B981 and then creates false internal entries. Pinned TASM and independent raw decode tile one 0x2D0-byte function through RET at 0x2BC2B; the eight-entry compiler near-jump table immediately follows and fills the exact owner through the next true local PROC at 0x2BC3C.
th04-main-boundary-1b9d6,th04-main,mz-load-module,0x1B9D6,0x2B9D6,0x1B9D6,0xBC,0xBC,excluded,authored,exclude,excluded,FUN_23a9_7f46,,th04_main.asm,MAIN_034_TEXT,target-derived-asm,candidate:th04_main.asm,ghidra,,,,true,1,4,2,target-ghidra+candidate-map,"Ghidra-only entry is not a PROC in the complete attested TASM listing. Ghidra entry is a switch/data/non-code artifact, not an accepted function boundary."
th04-main-boundary-1bba4,th04-main,mz-load-module,0x1BBA4,0x2BBA4,0x1BBA4,0x6C,0x6C,excluded,authored,exclude,excluded,FUN_23a9_8114,,th04_main.asm,MAIN_034_TEXT,target-derived-asm,candidate:th04_main.asm,ghidra,,,,true,1,3,3,target-ghidra+candidate-map,"Ghidra-only entry is not a PROC in the complete attested TASM listing. Ghidra entry is a switch/data/non-code artifact, not an accepted function boundary."
th04-main-boundary-1bc10,th04-main,mz-load-module,0x1BC10,0x2BC10,0x1BC10,0x1C,0x1C,excluded,authored,exclude,excluded,FUN_23a9_8180,,th04_main.asm,MAIN_034_TEXT,target-derived-asm,candidate:th04_main.asm,ghidra,,,,true,1,7,0,target-ghidra+candidate-map,"Ghidra-only entry is not a PROC in the complete attested TASM listing. Ghidra entry is a switch/data/non-code artifact, not an accepted function boundary."
th04-main-boundary-1bc38,th04-main,mz-load-module,0x1BC38,0x2BC38,0x1BC38,0x4,0x4,excluded,authored,exclude,excluded,FUN_23a9_81a8,,th04_main.asm,MAIN_034_TEXT,target-derived-asm,candidate:th04_main.asm,ghidra,,,,true,1,3,0,target-ghidra+candidate-map,"Ghidra-only entry is not a PROC in the complete attested TASM listing. Ghidra entry is a switch/data/non-code artifact, not an accepted function boundary."
th04-main-boundary-1bc3c,th04-main,mz-load-module,0x1BC3C,0x2BC3C,0x1BC3C,0x37,0x37,reviewed,authored,reconstruct,exact,elly_scythe_init(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/elly_scythe_init.cpp,ghidra+tasm-proc,elly_1BC3C,near,54721,true,1,5,1,ev-th04-main-elly-scythe-init-boundary-v35,"Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Target raw, pinned TASM, and Ghidra all agree on one 55-byte body through RET at 0x2BC72; the next local PROC starts at 0x2BC73 and natural C++ owns the exact span."
th04-main-boundary-1bc73,th04-main,mz-load-module,0x1BC73,0x2BC73,0x1BC73,0xB0,0xB0,reviewed,authored,reconstruct,exact,elly_orbit_update(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/elly_orbit.cpp,ghidra+tasm-proc,elly_1BC73,near,54746,false,2,5,0,ev-th04-main-elly-orbit-boundary-v36,Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Ghidra starts at the true 0x2BC73 entry but constructs only 19 body bytes. Pinned TASM and gap-free raw decode tile all 0xB0 bytes through RET at 0x2BD22; the next true local PROC starts at 0x2BD23 inside the unchanged residual ASM.
th04-main-boundary-1bc7e,th04-main,mz-load-module,0x1BC7E,0x2BC7E,0x1BC7E,0xC,0xC,excluded,authored,exclude,excluded,FUN_23a9_81ee,,th04_main.asm,MAIN_034_TEXT,target-derived-asm,candidate:th04_main.asm,ghidra,,,,true,1,2,0,target-ghidra+candidate-map,"Ghidra-only entry is not a PROC in the complete attested TASM listing. Ghidra entry is a switch/data/non-code artifact, not an accepted function boundary."
th04-main-boundary-1bc94,th04-main,mz-load-module,0x1BC94,0x2BC94,0x1BC94,0x8F,0x8F,excluded,authored,exclude,excluded,FUN_23a9_8204,,th04_main.asm,MAIN_034_TEXT,target-derived-asm,candidate:th04_main.asm,ghidra,,,,true,1,4,1,target-ghidra+candidate-map,"Ghidra-only entry is not a PROC in the complete attested TASM listing. Ghidra entry is a switch/data/non-code artifact, not an accepted function boundary."
th04-main-boundary-1bd23,th04-main,mz-load-module,0x1BD23,0x2BD23,0x1BD23,0x28,0x28,reviewed,authored,reconstruct,exact,elly_phase_scythe(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/elly_phase_scythe.cpp,ghidra+tasm-proc,elly_1BD23,near,54830,true,1,0,1,ev-th04-main-elly-phase-scythe-boundary-v37,"Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Target raw, pinned TASM, and fresh Ghidra all agree on the complete 40-byte body through RET at 0x2BD4A; the next local PROC starts at 0x2BD4B."
th04-main-boundary-1bd4b,th04-main,mz-load-module,0x1BD4B,0x2BD4B,0x1BD4B,0x69,0x69,reviewed,authored,reconstruct,exact,elly_phase_orbit(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/elly_phase_orbit.cpp,ghidra+tasm-proc,elly_1BD4B,near,54855,true,1,0,2,ev-th04-main-elly-phase-orbit-boundary-v38,"Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Target raw, pinned TASM, and fresh Ghidra all agree on the complete 105-byte body through RET at 0x2BDB3; the next local PROC starts at 0x2BDB4."
th04-main-boundary-1bdb4,th04-main,mz-load-module,0x1BDB4,0x2BDB4,0x1BDB4,0x8F,0x8F,reviewed,authored,reconstruct,exact,elly_gather_update(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/elly_gather.cpp,ghidra+tasm-proc,elly_1BDB4,near,54904,false,2,4,0,ev-th04-main-elly-gather-boundary-v39,"Manual target boundary review overrides a Ghidra body-construction false negative: validated 4-entry switch table; Raw code decodes gap-free through RET at 0x2BE31. One zero alignment byte at 0x2BE32, compare values [1,8,16,32], and four near jump targets then exactly fill the compiler-owned extent through 0x2BE42; the next true local PROC starts at 0x2BE43."
th04-main-boundary-1be43,th04-main,mz-load-module,0x1BE43,0x2BE43,0x1BE43,0x35,0x35,reviewed,authored,reconstruct,exact,elly_phase_burst(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/elly_phase_burst.cpp,ghidra+tasm-proc,elly_1BE43,near,54998,true,1,4,1,ev-th04-main-elly-phase-burst-boundary-v40,"Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Target raw, pinned TASM, and fresh Ghidra all agree on the complete 53-byte body through RET at 0x2BE77; the next local PROC starts at 0x2BE78."
th04-main-boundary-1be78,th04-main,mz-load-module,0x1BE78,0x2BE78,0x1BE78,0xDA,0xDA,reviewed,authored,reconstruct,exact,elly_phase_sweep(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/elly_phase_sweep.cpp,ghidra+tasm-proc,elly_1BE78,near,55021,false,3,0,4,ev-th04-main-elly-phase-sweep-boundary-v41,Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Pinned TASM and gap-free raw decode tile all 218 bytes through RET at 0x2BF51. Ghidra is sparse and creates false internal entries at 0x2BEDA and 0x2BF16; the next true local PROC starts at 0x2BF52.
th04-main-boundary-1beda,th04-main,mz-load-module,0x1BEDA,0x2BEDA,0x1BEDA,0x1D,0x1D,excluded,authored,exclude,excluded,FUN_23a9_844a,,th04_main.asm,MAIN_034_TEXT,target-derived-asm,candidate:th04_main.asm,ghidra,,,,true,1,1,0,target-ghidra+candidate-map,"Ghidra-only entry is not a PROC in the complete attested TASM listing. Ghidra entry is a switch/data/non-code artifact, not an accepted function boundary."
th04-main-boundary-1bf16,th04-main,mz-load-module,0x1BF16,0x2BF16,0x1BF16,0x31,0x3C,excluded,authored,exclude,excluded,FUN_23a9_8486,,th04_main.asm,MAIN_034_TEXT,target-derived-asm,candidate:th04_main.asm,ghidra,,,,false,2,4,0,target-ghidra+candidate-map,"Ghidra-only entry is not a PROC in the complete attested TASM listing. Ghidra entry is a switch/data/non-code artifact, not an accepted function boundary."
th04-main-boundary-1bf52,th04-main,mz-load-module,0x1BF52,0x2BF52,0x1BF52,0x59,0x59,reviewed,authored,reconstruct,exact,elly_phase_ring(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/elly_phase_ring.cpp,ghidra+tasm-proc,elly_1BF52,near,55127,true,1,0,2,ev-th04-main-elly-phase-ring-boundary-v42,Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Pinned TASM and raw decode tile the complete 89-byte function through RET at 0x2BFAA. Ghidra stops at 0x2BF92 and creates a false internal entry at 0x2BF94; the next true PROC is 0x2BFAB.
th04-main-boundary-1bf94,th04-main,mz-load-module,0x1BF94,0x2BF94,0x1BF94,0x17,0x17,excluded,authored,exclude,excluded,FUN_23a9_8504,,th04_main.asm,MAIN_034_TEXT,target-derived-asm,candidate:th04_main.asm,ghidra,,,,true,1,2,0,target-ghidra+candidate-map,"Ghidra-only entry is not a PROC in the complete attested TASM listing. Ghidra entry is a switch/data/non-code artifact, not an accepted function boundary."
th04-main-boundary-1bfab,th04-main,mz-load-module,0x1BFAB,0x2BFAB,0x1BFAB,0x99,0x99,reviewed,authored,reconstruct,exact,elly_phase_cloud(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/elly_phase_cloud.cpp,ghidra+tasm-proc,elly_1BFAB,near,55174,false,2,0,4,ev-th04-main-elly-phase-cloud-boundary-v43,Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Pinned TASM/raw define one 153-byte function through RET at 0x2C043. Ghidra constructs a sparse body and false internal entries at 0x2BFF8 and 0x2C01A; the next true local PROC is 0x2C044.
th04-main-boundary-1bff8,th04-main,mz-load-module,0x1BFF8,0x2BFF8,0x1BFF8,0x21,0x4C,excluded,authored,exclude,excluded,FUN_23a9_8568,,th04_main.asm,MAIN_034_TEXT,target-derived-asm,candidate:th04_main.asm,ghidra,,,,false,2,1,0,target-ghidra+candidate-map,"Ghidra-only entry is not a PROC in the complete attested TASM listing. Ghidra entry is a switch/data/non-code artifact, not an accepted function boundary."
th04-main-boundary-1c01a,th04-main,mz-load-module,0x1C01A,0x2C01A,0x1C01A,0x1E,0x1E,excluded,authored,exclude,excluded,FUN_23a9_858a,,th04_main.asm,MAIN_034_TEXT,target-derived-asm,candidate:th04_main.asm,ghidra,,,,true,1,2,0,target-ghidra+candidate-map,"Ghidra-only entry is not a PROC in the complete attested TASM listing. Ghidra entry is a switch/data/non-code artifact, not an accepted function boundary."
th04-main-boundary-1c044,th04-main,mz-load-module,0x1C044,0x2C044,0x1C044,0x7B,0x7B,reviewed,authored,reconstruct,exact,elly_phase_dual(),,th04_main.asm,MAIN_034_TEXT,target-derived-asm,src/main/boss/elly_phase_dual.cpp,ghidra+tasm-proc,elly_1C044,near,55253,true,1,0,1,ev-th04-main-elly-phase-dual-boundary-v44,Manual target boundary review overrides a Ghidra body-construction false negative: validated linear raw decode; Fresh Ghidra constructs only 13 bytes at the true 0x2C044 entry. Pinned TASM and raw decode tile the full 123-byte PROC through RET at 0x2C0BE; the next true local PROC is 0x2C0BF.
